"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"21/04/2023 07:00 - 21/04/2023 08:00","CTA|SE","14830.00","15401.00"
"21/04/2023 08:00 - 21/04/2023 09:00","CTA|SE","14388.00","15097.00"
"21/04/2023 09:00 - 21/04/2023 10:00","CTA|SE","14001.00","14803.00"
"21/04/2023 10:00 - 21/04/2023 11:00","CTA|SE","13535.00","14415.00"
"21/04/2023 11:00 - 21/04/2023 12:00","CTA|SE","12798.00","13942.00"
"21/04/2023 12:00 - 21/04/2023 13:00","CTA|SE","12496.00","13554.00"
"21/04/2023 13:00 - 21/04/2023 14:00","CTA|SE","12337.00","13265.00"
"21/04/2023 14:00 - 21/04/2023 15:00","CTA|SE","12758.00","13148.00"
"21/04/2023 15:00 - 21/04/2023 16:00","CTA|SE","13041.00","13278.00"
"21/04/2023 16:00 - 21/04/2023 17:00","CTA|SE","13176.00","13268.00"
"21/04/2023 17:00 - 21/04/2023 18:00","CTA|SE","13579.00","13303.00"
"21/04/2023 18:00 - 21/04/2023 19:00","CTA|SE","13467.00","13303.00"
"21/04/2023 19:00 - 21/04/2023 20:00","CTA|SE","13373.00","13050.00"
"21/04/2023 20:00 - 21/04/2023 21:00","CTA|SE","12723.00","12703.00"
"21/04/2023 21:00 - 21/04/2023 22:00","CTA|SE","12184.00","12355.00"
"21/04/2023 22:00 - 21/04/2023 23:00","CTA|SE","11937.00","12261.00"
"21/04/2023 23:00 - 22/04/2023 00:00","CTA|SE","11998.00","12066.00"
"22/04/2023 00:00 - 22/04/2023 01:00","CTA|SE","11926.00","12125.00"
"22/04/2023 01:00 - 22/04/2023 02:00","CTA|SE","11768.00","12162.00"
"22/04/2023 02:00 - 22/04/2023 03:00","CTA|SE","11868.00","12310.00"
"22/04/2023 03:00 - 22/04/2023 04:00","CTA|SE","11821.00","12457.00"
"22/04/2023 04:00 - 22/04/2023 05:00","CTA|SE","12377.00","12590.00"
"22/04/2023 05:00 - 22/04/2023 06:00","CTA|SE","12872.00","12688.00"
"22/04/2023 06:00 - 22/04/2023 07:00","CTA|SE","12962.00","12909.00"
"22/04/2023 07:00 - 22/04/2023 08:00","CTA|SE","12600.00","12854.00"
"22/04/2023 08:00 - 22/04/2023 09:00","CTA|SE","11894.00","12709.00"
"22/04/2023 09:00 - 22/04/2023 10:00","CTA|SE","11574.00","12439.00"
"22/04/2023 10:00 - 22/04/2023 11:00","CTA|SE","11563.00","12082.00"
"22/04/2023 11:00 - 22/04/2023 12:00","CTA|SE","11485.00","11821.00"
"22/04/2023 12:00 - 22/04/2023 13:00","CTA|SE","11055.00","11683.00"
"22/04/2023 13:00 - 22/04/2023 14:00","CTA|SE","11093.00","11635.00"
"22/04/2023 14:00 - 22/04/2023 15:00","CTA|SE","11195.00","11726.00"
"22/04/2023 15:00 - 22/04/2023 16:00","CTA|SE","11646.00","11898.00"
"22/04/2023 16:00 - 22/04/2023 17:00","CTA|SE","12041.00","12057.00"
"22/04/2023 17:00 - 22/04/2023 18:00","CTA|SE","12139.00","12299.00"
"22/04/2023 18:00 - 22/04/2023 19:00","CTA|SE","12146.00","12519.00"
"22/04/2023 19:00 - 22/04/2023 20:00","CTA|SE","12100.00","12406.00"
"22/04/2023 20:00 - 22/04/2023 21:00","CTA|SE","11650.00","12098.00"
"22/04/2023 21:00 - 22/04/2023 22:00","CTA|SE","11211.00","11751.00"
"22/04/2023 22:00 - 22/04/2023 23:00","CTA|SE","11031.00","11499.00"
"22/04/2023 23:00 - 23/04/2023 00:00","CTA|SE","10888.00","11390.00"
"23/04/2023 00:00 - 23/04/2023 01:00","CTA|SE","10827.00","11410.00"
"23/04/2023 01:00 - 23/04/2023 02:00","CTA|SE","10864.00","11458.00"
"23/04/2023 02:00 - 23/04/2023 03:00","CTA|SE","11043.00","11538.00"
"23/04/2023 03:00 - 23/04/2023 04:00","CTA|SE","10837.00","11660.00"
"23/04/2023 04:00 - 23/04/2023 05:00","CTA|SE","10787.00","11723.00"
"23/04/2023 05:00 - 23/04/2023 06:00","CTA|SE","11143.00","11953.00"
"23/04/2023 06:00 - 23/04/2023 07:00","CTA|SE","11908.00","12311.00"
"23/04/2023 07:00 - 23/04/2023 08:00","CTA|SE","12275.00","12642.00"
"23/04/2023 08:00 - 23/04/2023 09:00","CTA|SE","12441.00","12823.00"
"23/04/2023 09:00 - 23/04/2023 10:00","CTA|SE","12448.00","12960.00"
"23/04/2023 10:00 - 23/04/2023 11:00","CTA|SE","12459.00","13078.00"
"23/04/2023 11:00 - 23/04/2023 12:00","CTA|SE","12604.00","13048.00"
"23/04/2023 12:00 - 23/04/2023 13:00","CTA|SE","12722.00","13052.00"
"23/04/2023 13:00 - 23/04/2023 14:00","CTA|SE","12743.00","13085.00"
"23/04/2023 14:00 - 23/04/2023 15:00","CTA|SE","13065.00","13195.00"
"23/04/2023 15:00 - 23/04/2023 16:00","CTA|SE","13616.00","13513.00"
"23/04/2023 16:00 - 23/04/2023 17:00","CTA|SE","13857.00","13748.00"
"23/04/2023 17:00 - 23/04/2023 18:00","CTA|SE","14100.00","13905.00"
"23/04/2023 18:00 - 23/04/2023 19:00","CTA|SE","13946.00","14035.00"
"23/04/2023 19:00 - 23/04/2023 20:00","CTA|SE","13694.00","13863.00"
"23/04/2023 20:00 - 23/04/2023 21:00","CTA|SE","13290.00","13464.00"
"23/04/2023 21:00 - 23/04/2023 22:00","CTA|SE","12746.00","13021.00"
"23/04/2023 22:00 - 23/04/2023 23:00","CTA|SE","12618.00","12583.00"
"23/04/2023 23:00 - 24/04/2023 00:00","CTA|SE","12353.00","12481.00"
"24/04/2023 00:00 - 24/04/2023 01:00","CTA|SE","12276.00","12547.00"
"24/04/2023 01:00 - 24/04/2023 02:00","CTA|SE","12438.00","12651.00"
"24/04/2023 02:00 - 24/04/2023 03:00","CTA|SE","12710.00","12910.00"
"24/04/2023 03:00 - 24/04/2023 04:00","CTA|SE","13244.00","13517.00"
"24/04/2023 04:00 - 24/04/2023 05:00","CTA|SE","14613.00","14761.00"
"24/04/2023 05:00 - 24/04/2023 06:00","CTA|SE","15744.00","15867.00"
"24/04/2023 06:00 - 24/04/2023 07:00","CTA|SE","16289.00","15968.00"
"24/04/2023 07:00 - 24/04/2023 08:00","CTA|SE","16476.00","15790.00"
"24/04/2023 08:00 - 24/04/2023 09:00","CTA|SE","16286.00","15631.00"
"24/04/2023 09:00 - 24/04/2023 10:00","CTA|SE","16273.00","15434.00"
"24/04/2023 10:00 - 24/04/2023 11:00","CTA|SE","16051.00","15308.00"
"24/04/2023 11:00 - 24/04/2023 12:00","CTA|SE","16008.00","15089.00"
"24/04/2023 12:00 - 24/04/2023 13:00","CTA|SE","15840.00","15025.00"
"24/04/2023 13:00 - 24/04/2023 14:00","CTA|SE","15727.00","15108.00"
"24/04/2023 14:00 - 24/04/2023 15:00","CTA|SE","15733.00","15110.00"
"24/04/2023 15:00 - 24/04/2023 16:00","CTA|SE","16057.00","15355.00"
"24/04/2023 16:00 - 24/04/2023 17:00","CTA|SE","16077.00","15346.00"
"24/04/2023 17:00 - 24/04/2023 18:00","CTA|SE","15806.00","15422.00"
"24/04/2023 18:00 - 24/04/2023 19:00","CTA|SE","15728.00","15477.00"
"24/04/2023 19:00 - 24/04/2023 20:00","CTA|SE","15282.00","15162.00"
"24/04/2023 20:00 - 24/04/2023 21:00","CTA|SE","14487.00","14565.00"
"24/04/2023 21:00 - 24/04/2023 22:00","CTA|SE","13810.00","13946.00"
"24/04/2023 22:00 - 24/04/2023 23:00","CTA|SE","13258.00","13579.00"
"24/04/2023 23:00 - 25/04/2023 00:00","CTA|SE","12879.00","13360.00"
"25/04/2023 00:00 - 25/04/2023 01:00","CTA|SE","12826.00","13364.00"
"25/04/2023 01:00 - 25/04/2023 02:00","CTA|SE","12932.00","13381.00"
"25/04/2023 02:00 - 25/04/2023 03:00","CTA|SE","13102.00","13584.00"
"25/04/2023 03:00 - 25/04/2023 04:00","CTA|SE","13772.00","14094.00"
"25/04/2023 04:00 - 25/04/2023 05:00","CTA|SE","15211.00","15311.00"
"25/04/2023 05:00 - 25/04/2023 06:00","CTA|SE","16402.00","16477.00"
"25/04/2023 06:00 - 25/04/2023 07:00","CTA|SE","16665.00","16700.00"
"25/04/2023 07:00 - 25/04/2023 08:00","CTA|SE","16344.00","16567.00"
"25/04/2023 08:00 - 25/04/2023 09:00","CTA|SE","16264.00","16431.00"
"25/04/2023 09:00 - 25/04/2023 10:00","CTA|SE","15861.00","16333.00"
"25/04/2023 10:00 - 25/04/2023 11:00","CTA|SE","15676.00","16259.00"
"25/04/2023 11:00 - 25/04/2023 12:00","CTA|SE","15851.00","16103.00"
"25/04/2023 12:00 - 25/04/2023 13:00","CTA|SE","15771.00","15955.00"
"25/04/2023 13:00 - 25/04/2023 14:00","CTA|SE","15470.00","15888.00"
"25/04/2023 14:00 - 25/04/2023 15:00","CTA|SE","15459.00","15793.00"
"25/04/2023 15:00 - 25/04/2023 16:00","CTA|SE","15545.00","15909.00"
"25/04/2023 16:00 - 25/04/2023 17:00","CTA|SE","15706.00","15887.00"
"25/04/2023 17:00 - 25/04/2023 18:00","CTA|SE","15995.00","15884.00"
"25/04/2023 18:00 - 25/04/2023 19:00","CTA|SE","15923.00","15860.00"
"25/04/2023 19:00 - 25/04/2023 20:00","CTA|SE","15890.00","15514.00"
"25/04/2023 20:00 - 25/04/2023 21:00","CTA|SE","15351.00","14915.00"
"25/04/2023 21:00 - 25/04/2023 22:00","CTA|SE","14507.00","14260.00"
"25/04/2023 22:00 - 25/04/2023 23:00","CTA|SE","13865.00","13925.00"
"25/04/2023 23:00 - 26/04/2023 00:00","CTA|SE","13792.00","13678.00"
"26/04/2023 00:00 - 26/04/2023 01:00","CTA|SE","13966.00","13683.00"
"26/04/2023 01:00 - 26/04/2023 02:00","CTA|SE","13984.00","13712.00"
"26/04/2023 02:00 - 26/04/2023 03:00","CTA|SE","13886.00","13909.00"
"26/04/2023 03:00 - 26/04/2023 04:00","CTA|SE","14374.00","14426.00"
"26/04/2023 04:00 - 26/04/2023 05:00","CTA|SE","16251.00","15639.00"
"26/04/2023 05:00 - 26/04/2023 06:00","CTA|SE","19047.00","16808.00"
"26/04/2023 06:00 - 26/04/2023 07:00","CTA|SE","19202.00","17015.00"
"26/04/2023 07:00 - 26/04/2023 08:00","CTA|SE","16170.00","16870.00"
"26/04/2023 08:00 - 26/04/2023 09:00","CTA|SE","15706.00","16694.00"
"26/04/2023 09:00 - 26/04/2023 10:00","CTA|SE","15326.00","16557.00"
"26/04/2023 10:00 - 26/04/2023 11:00","CTA|SE","15026.00","16438.00"
"26/04/2023 11:00 - 26/04/2023 12:00","CTA|SE","15055.00","16259.00"
"26/04/2023 12:00 - 26/04/2023 13:00","CTA|SE","14733.00","16128.00"
"26/04/2023 13:00 - 26/04/2023 14:00","CTA|SE","14815.00","16109.00"
"26/04/2023 14:00 - 26/04/2023 15:00","CTA|SE","14906.00","16036.00"
"26/04/2023 15:00 - 26/04/2023 16:00","CTA|SE","15327.00","16210.00"
"26/04/2023 16:00 - 26/04/2023 17:00","CTA|SE","15229.00","16241.00"
"26/04/2023 17:00 - 26/04/2023 18:00","CTA|SE","15274.00","16315.00"
"26/04/2023 18:00 - 26/04/2023 19:00","CTA|SE","15952.00","16383.00"
"26/04/2023 19:00 - 26/04/2023 20:00","CTA|SE","16068.00","16090.00"
"26/04/2023 20:00 - 26/04/2023 21:00","CTA|SE","15498.00","15501.00"
"26/04/2023 21:00 - 26/04/2023 22:00","CTA|SE","14795.00","14830.00"
"26/04/2023 22:00 - 26/04/2023 23:00","CTA|SE","14101.00","14400.00"
"26/04/2023 23:00 - 27/04/2023 00:00","CTA|SE","13683.00","14157.00"
"27/04/2023 00:00 - 27/04/2023 01:00","CTA|SE","13445.00","14144.00"
"27/04/2023 01:00 - 27/04/2023 02:00","CTA|SE","13465.00","14156.00"
"27/04/2023 02:00 - 27/04/2023 03:00","CTA|SE","13420.00","14337.00"
"27/04/2023 03:00 - 27/04/2023 04:00","CTA|SE","14030.00","14825.00"
"27/04/2023 04:00 - 27/04/2023 05:00","CTA|SE","15469.00","15949.00"
"27/04/2023 05:00 - 27/04/2023 06:00","CTA|SE","16592.00","16942.00"
"27/04/2023 06:00 - 27/04/2023 07:00","CTA|SE","16091.00","17031.00"
"27/04/2023 07:00 - 27/04/2023 08:00","CTA|SE","15612.00","16812.00"
"27/04/2023 08:00 - 27/04/2023 09:00","CTA|SE","15508.00","16628.00"
"27/04/2023 09:00 - 27/04/2023 10:00","CTA|SE","15561.00","16489.00"
"27/04/2023 10:00 - 27/04/2023 11:00","CTA|SE","15319.00","16390.00"
"27/04/2023 11:00 - 27/04/2023 12:00","CTA|SE","15228.00","16305.00"
"27/04/2023 12:00 - 27/04/2023 13:00","CTA|SE","15049.00","16181.00"
"27/04/2023 13:00 - 27/04/2023 14:00","CTA|SE","15019.00","16124.00"
"27/04/2023 14:00 - 27/04/2023 15:00","CTA|SE","14964.00","16045.00"
"27/04/2023 15:00 - 27/04/2023 16:00","CTA|SE","15334.00","16127.00"
"27/04/2023 16:00 - 27/04/2023 17:00","CTA|SE","15288.00","16120.00"
"27/04/2023 17:00 - 27/04/2023 18:00","CTA|SE","15417.00","16196.00"
"27/04/2023 18:00 - 27/04/2023 19:00","CTA|SE","15528.00","16247.00"
"27/04/2023 19:00 - 27/04/2023 20:00","CTA|SE","15532.00","16029.00"
"27/04/2023 20:00 - 27/04/2023 21:00","CTA|SE","14859.00","15492.00"
"27/04/2023 21:00 - 27/04/2023 22:00","CTA|SE","14099.00","14870.00"
"27/04/2023 22:00 - 27/04/2023 23:00","CTA|SE","13676.00","14497.00"
"27/04/2023 23:00 - 28/04/2023 00:00","CTA|SE","13449.00","14250.00"
"28/04/2023 00:00 - 28/04/2023 01:00","CTA|SE","13557.00","14191.00"
"28/04/2023 01:00 - 28/04/2023 02:00","CTA|SE","13764.00","14222.00"
"28/04/2023 02:00 - 28/04/2023 03:00","CTA|SE","13921.00","14387.00"
"28/04/2023 03:00 - 28/04/2023 04:00","CTA|SE","14214.00","14885.00"
"28/04/2023 04:00 - 28/04/2023 05:00","CTA|SE","15339.00","15994.00"
"28/04/2023 05:00 - 28/04/2023 06:00","CTA|SE","16330.00","16888.00"
"28/04/2023 06:00 - 28/04/2023 07:00","CTA|SE","16147.00","16992.00"
"28/04/2023 07:00 - 28/04/2023 08:00","CTA|SE","15805.00","16730.00"
"28/04/2023 08:00 - 28/04/2023 09:00","CTA|SE","15743.00","16543.00"
"28/04/2023 09:00 - 28/04/2023 10:00","CTA|SE","15504.00","16379.00"
"28/04/2023 10:00 - 28/04/2023 11:00","CTA|SE","14950.00","16127.00"
"28/04/2023 11:00 - 28/04/2023 12:00","CTA|SE","14651.00","15754.00"
"28/04/2023 12:00 - 28/04/2023 13:00","CTA|SE","14317.00","15434.00"
"28/04/2023 13:00 - 28/04/2023 14:00","CTA|SE","13867.00","15197.00"
"28/04/2023 14:00 - 28/04/2023 15:00","CTA|SE","13700.00","15151.00"
"28/04/2023 15:00 - 28/04/2023 16:00","CTA|SE","13993.00","15346.00"
"28/04/2023 16:00 - 28/04/2023 17:00","CTA|SE","14131.00","15331.00"
"28/04/2023 17:00 - 28/04/2023 18:00","CTA|SE","14510.00","15283.00"
"28/04/2023 18:00 - 28/04/2023 19:00","CTA|SE","14413.00","15232.00"
"28/04/2023 19:00 - 28/04/2023 20:00","CTA|SE","14414.00","15025.00"
"28/04/2023 20:00 - 28/04/2023 21:00","CTA|SE","13777.00","14646.00"
"28/04/2023 21:00 - 28/04/2023 22:00","CTA|SE","13499.00","14223.00"
"28/04/2023 22:00 - 28/04/2023 23:00","CTA|SE","13691.00","13628.00"
"28/04/2023 23:00 - 29/04/2023 00:00","CTA|SE","13244.00","13399.00"
"29/04/2023 00:00 - 29/04/2023 01:00","CTA|SE","13043.00","13368.00"
"29/04/2023 01:00 - 29/04/2023 02:00","CTA|SE","13131.00","13311.00"
"29/04/2023 02:00 - 29/04/2023 03:00","CTA|SE","13132.00","13336.00"
"29/04/2023 03:00 - 29/04/2023 04:00","CTA|SE","13089.00","13325.00"
"29/04/2023 04:00 - 29/04/2023 05:00","CTA|SE","13053.00","13410.00"
"29/04/2023 05:00 - 29/04/2023 06:00","CTA|SE","13247.00","13697.00"
"29/04/2023 06:00 - 29/04/2023 07:00","CTA|SE","13608.00","14116.00"
"29/04/2023 07:00 - 29/04/2023 08:00","CTA|SE","13801.00","14355.00"
"29/04/2023 08:00 - 29/04/2023 09:00","CTA|SE","13299.00","14473.00"
"29/04/2023 09:00 - 29/04/2023 10:00","CTA|SE","13287.00","14382.00"
"29/04/2023 10:00 - 29/04/2023 11:00","CTA|SE","13105.00","14269.00"
"29/04/2023 11:00 - 29/04/2023 12:00","CTA|SE","13407.00","14071.00"
"29/04/2023 12:00 - 29/04/2023 13:00","CTA|SE","12923.00","13929.00"
"29/04/2023 13:00 - 29/04/2023 14:00","CTA|SE","12624.00","13793.00"
"29/04/2023 14:00 - 29/04/2023 15:00","CTA|SE","12863.00","13844.00"
"29/04/2023 15:00 - 29/04/2023 16:00","CTA|SE","13356.00","14043.00"
"29/04/2023 16:00 - 29/04/2023 17:00","CTA|SE","13626.00","14197.00"
"29/04/2023 17:00 - 29/04/2023 18:00","CTA|SE","13641.00","14274.00"
"29/04/2023 18:00 - 29/04/2023 19:00","CTA|SE","14048.00","14335.00"
"29/04/2023 19:00 - 29/04/2023 20:00","CTA|SE","14314.00","14235.00"
"29/04/2023 20:00 - 29/04/2023 21:00","CTA|SE","13587.00","13942.00"
"29/04/2023 21:00 - 29/04/2023 22:00","CTA|SE","13143.00","13558.00"
"29/04/2023 22:00 - 29/04/2023 23:00","CTA|SE","13028.00","13102.00"
"29/04/2023 23:00 - 30/04/2023 00:00","CTA|SE","12940.00","12952.00"
"30/04/2023 00:00 - 30/04/2023 01:00","CTA|SE","13145.00","12896.00"
"30/04/2023 01:00 - 30/04/2023 02:00","CTA|SE","12810.00","12891.00"
"30/04/2023 02:00 - 30/04/2023 03:00","CTA|SE","12329.00","12932.00"
"30/04/2023 03:00 - 30/04/2023 04:00","CTA|SE","12323.00","12952.00"
"30/04/2023 04:00 - 30/04/2023 05:00","CTA|SE","12888.00","12944.00"
"30/04/2023 05:00 - 30/04/2023 06:00","CTA|SE","13104.00","13112.00"
"30/04/2023 06:00 - 30/04/2023 07:00","CTA|SE","12971.00","13442.00"
"30/04/2023 07:00 - 30/04/2023 08:00","CTA|SE","12977.00","13707.00"
"30/04/2023 08:00 - 30/04/2023 09:00","CTA|SE","12787.00","13831.00"
"30/04/2023 09:00 - 30/04/2023 10:00","CTA|SE","12510.00","13784.00"
"30/04/2023 10:00 - 30/04/2023 11:00","CTA|SE","12290.00","13714.00"
"30/04/2023 11:00 - 30/04/2023 12:00","CTA|SE","12329.00","13555.00"
"30/04/2023 12:00 - 30/04/2023 13:00","CTA|SE","12335.00","13457.00"
"30/04/2023 13:00 - 30/04/2023 14:00","CTA|SE","12183.00","13396.00"
"30/04/2023 14:00 - 30/04/2023 15:00","CTA|SE","12663.00","13552.00"
"30/04/2023 15:00 - 30/04/2023 16:00","CTA|SE","12985.00","13890.00"
"30/04/2023 16:00 - 30/04/2023 17:00","CTA|SE","12943.00","14168.00"
"30/04/2023 17:00 - 30/04/2023 18:00","CTA|SE","13120.00","14421.00"
"30/04/2023 18:00 - 30/04/2023 19:00","CTA|SE","13599.00","14604.00"
"30/04/2023 19:00 - 30/04/2023 20:00","CTA|SE","13751.00","14555.00"
"30/04/2023 20:00 - 30/04/2023 21:00","CTA|SE","13075.00","14190.00"
"30/04/2023 21:00 - 30/04/2023 22:00","CTA|SE","12785.00","13740.00"
"30/04/2023 22:00 - 30/04/2023 23:00","CTA|SE","12464.00","13161.00"
"30/04/2023 23:00 - 01/05/2023 00:00","CTA|SE","12319.00","12977.00"
"01/05/2023 00:00 - 01/05/2023 01:00","CTA|SE","12144.00","12914.00"
"01/05/2023 01:00 - 01/05/2023 02:00","CTA|SE","12113.00","12871.00"
"01/05/2023 02:00 - 01/05/2023 03:00","CTA|SE","12295.00","12891.00"
"01/05/2023 03:00 - 01/05/2023 04:00","CTA|SE","12659.00","12878.00"
"01/05/2023 04:00 - 01/05/2023 05:00","CTA|SE","13086.00","12945.00"
"01/05/2023 05:00 - 01/05/2023 06:00","CTA|SE","13409.00","13222.00"
"01/05/2023 06:00 - 01/05/2023 07:00","CTA|SE","13048.00","13648.00"
"01/05/2023 07:00 - 01/05/2023 08:00","CTA|SE","13183.00","14043.00"
"01/05/2023 08:00 - 01/05/2023 09:00","CTA|SE","13339.00","14228.00"
"01/05/2023 09:00 - 01/05/2023 10:00","CTA|SE","12991.00","14268.00"
"01/05/2023 10:00 - 01/05/2023 11:00","CTA|SE","12859.00","14231.00"
"01/05/2023 11:00 - 01/05/2023 12:00","CTA|SE","13106.00","14044.00"
"01/05/2023 12:00 - 01/05/2023 13:00","CTA|SE","13286.00","13847.00"
"01/05/2023 13:00 - 01/05/2023 14:00","CTA|SE","13261.00","13729.00"
"01/05/2023 14:00 - 01/05/2023 15:00","CTA|SE","13433.00","13823.00"
"01/05/2023 15:00 - 01/05/2023 16:00","CTA|SE","13670.00","14088.00"
"01/05/2023 16:00 - 01/05/2023 17:00","CTA|SE","13914.00","14266.00"
"01/05/2023 17:00 - 01/05/2023 18:00","CTA|SE","13774.00","14340.00"
"01/05/2023 18:00 - 01/05/2023 19:00","CTA|SE","13667.00","14346.00"
"01/05/2023 19:00 - 01/05/2023 20:00","CTA|SE","13748.00","14203.00"
"01/05/2023 20:00 - 01/05/2023 21:00","CTA|SE","13063.00","13777.00"
"01/05/2023 21:00 - 01/05/2023 22:00","CTA|SE","12716.00","13292.00"
"01/05/2023 22:00 - 01/05/2023 23:00","CTA|SE","12257.00","13252.00"
"01/05/2023 23:00 - 02/05/2023 00:00","CTA|SE","12236.00","13015.00"
"02/05/2023 00:00 - 02/05/2023 01:00","CTA|SE","12154.00","12991.00"
"02/05/2023 01:00 - 02/05/2023 02:00","CTA|SE","12141.00","13018.00"
"02/05/2023 02:00 - 02/05/2023 03:00","CTA|SE","12145.00","13213.00"
"02/05/2023 03:00 - 02/05/2023 04:00","CTA|SE","12444.00","13698.00"
"02/05/2023 04:00 - 02/05/2023 05:00","CTA|SE","13987.00","14864.00"
"02/05/2023 05:00 - 02/05/2023 06:00","CTA|SE","15520.00","15998.00"
"02/05/2023 06:00 - 02/05/2023 07:00","CTA|SE","15302.00","16145.00"
"02/05/2023 07:00 - 02/05/2023 08:00","CTA|SE","14952.00","15832.00"
"02/05/2023 08:00 - 02/05/2023 09:00","CTA|SE","14615.00","15636.00"
"02/05/2023 09:00 - 02/05/2023 10:00","CTA|SE","14454.00","15454.00"
"02/05/2023 10:00 - 02/05/2023 11:00","CTA|SE","14168.00","15262.00"
"02/05/2023 11:00 - 02/05/2023 12:00","CTA|SE","13998.00","15061.00"
"02/05/2023 12:00 - 02/05/2023 13:00","CTA|SE","13619.00","14892.00"
"02/05/2023 13:00 - 02/05/2023 14:00","CTA|SE","13526.00","14844.00"
"02/05/2023 14:00 - 02/05/2023 15:00","CTA|SE","13744.00","14778.00"
"02/05/2023 15:00 - 02/05/2023 16:00","CTA|SE","13930.00","14979.00"
"02/05/2023 16:00 - 02/05/2023 17:00","CTA|SE","13983.00","14967.00"
"02/05/2023 17:00 - 02/05/2023 18:00","CTA|SE","14597.00","15032.00"
"02/05/2023 18:00 - 02/05/2023 19:00","CTA|SE","15001.00","15092.00"
"02/05/2023 19:00 - 02/05/2023 20:00","CTA|SE","15100.00","14925.00"
"02/05/2023 20:00 - 02/05/2023 21:00","CTA|SE","14306.00","14397.00"
"02/05/2023 21:00 - 02/05/2023 22:00","CTA|SE","13621.00","13799.00"
"02/05/2023 22:00 - 02/05/2023 23:00","CTA|SE","13205.00","13286.00"
"02/05/2023 23:00 - 03/05/2023 00:00","CTA|SE","13286.00","13035.00"
"03/05/2023 00:00 - 03/05/2023 01:00","CTA|SE","13050.00","13042.00"
"03/05/2023 01:00 - 03/05/2023 02:00","CTA|SE","12866.00","13087.00"
"03/05/2023 02:00 - 03/05/2023 03:00","CTA|SE","13110.00","13261.00"
"03/05/2023 03:00 - 03/05/2023 04:00","CTA|SE","13432.00","13797.00"
"03/05/2023 04:00 - 03/05/2023 05:00","CTA|SE","14453.00","14902.00"
"03/05/2023 05:00 - 03/05/2023 06:00","CTA|SE","15284.00","15917.00"
"03/05/2023 06:00 - 03/05/2023 07:00","CTA|SE","15148.00","15963.00"
"03/05/2023 07:00 - 03/05/2023 08:00","CTA|SE","14541.00","15591.00"
"03/05/2023 08:00 - 03/05/2023 09:00","CTA|SE","14615.00","15383.00"
"03/05/2023 09:00 - 03/05/2023 10:00","CTA|SE","14254.00","15227.00"
"03/05/2023 10:00 - 03/05/2023 11:00","CTA|SE","13917.00","15095.00"
"03/05/2023 11:00 - 03/05/2023 12:00","CTA|SE","13613.00","14986.00"
"03/05/2023 12:00 - 03/05/2023 13:00","CTA|SE","13667.00","14858.00"
"03/05/2023 13:00 - 03/05/2023 14:00","CTA|SE","13465.00","14870.00"
"03/05/2023 14:00 - 03/05/2023 15:00","CTA|SE","13800.00","14824.00"
"03/05/2023 15:00 - 03/05/2023 16:00","CTA|SE","13896.00","15024.00"
"03/05/2023 16:00 - 03/05/2023 17:00","CTA|SE","13872.00","15006.00"
"03/05/2023 17:00 - 03/05/2023 18:00","CTA|SE","13879.00","15065.00"
"03/05/2023 18:00 - 03/05/2023 19:00","CTA|SE","14517.00","15098.00"
"03/05/2023 19:00 - 03/05/2023 20:00","CTA|SE","15021.00","14910.00"
"03/05/2023 20:00 - 03/05/2023 21:00","CTA|SE","13912.00","14402.00"
"03/05/2023 21:00 - 03/05/2023 22:00","CTA|SE","13100.00","13862.00"
"03/05/2023 22:00 - 03/05/2023 23:00","CTA|SE","12918.00","13323.00"
"03/05/2023 23:00 - 04/05/2023 00:00","CTA|SE","12531.00","13141.00"
"04/05/2023 00:00 - 04/05/2023 01:00","CTA|SE","12536.00","13138.00"
"04/05/2023 01:00 - 04/05/2023 02:00","CTA|SE","12727.00","13172.00"
"04/05/2023 02:00 - 04/05/2023 03:00","CTA|SE","12792.00","13322.00"
"04/05/2023 03:00 - 04/05/2023 04:00","CTA|SE","13431.00","13755.00"
"04/05/2023 04:00 - 04/05/2023 05:00","CTA|SE","14892.00","14901.00"
"04/05/2023 05:00 - 04/05/2023 06:00","CTA|SE","15867.00","15955.00"
"04/05/2023 06:00 - 04/05/2023 07:00","CTA|SE","15658.00","16020.00"
"04/05/2023 07:00 - 04/05/2023 08:00","CTA|SE","15097.00","15713.00"
"04/05/2023 08:00 - 04/05/2023 09:00","CTA|SE","14934.00","15534.00"
"04/05/2023 09:00 - 04/05/2023 10:00","CTA|SE","14759.00","15390.00"
"04/05/2023 10:00 - 04/05/2023 11:00","CTA|SE","14402.00","15284.00"
"04/05/2023 11:00 - 04/05/2023 12:00","CTA|SE","14320.00","15175.00"
"04/05/2023 12:00 - 04/05/2023 13:00","CTA|SE","14318.00","15094.00"
"04/05/2023 13:00 - 04/05/2023 14:00","CTA|SE","14221.00","15067.00"
"04/05/2023 14:00 - 04/05/2023 15:00","CTA|SE","14248.00","15032.00"
"04/05/2023 15:00 - 04/05/2023 16:00","CTA|SE","14429.00","15208.00"
"04/05/2023 16:00 - 04/05/2023 17:00","CTA|SE","14424.00","15216.00"
"04/05/2023 17:00 - 04/05/2023 18:00","CTA|SE","14475.00","15246.00"
"04/05/2023 18:00 - 04/05/2023 19:00","CTA|SE","14718.00","15326.00"
